Borough,Demographic Category,Demographic Variable,Cohort Year,Cohort,Total Cohort #,Total Grads #,Total Grads % of cohort,Total Regents #,Total Regents % of cohort,Total Regents % of grads,Advanced Regents #,Advanced Regents % of cohort,Advanced Regents % of grads,Regents w/o Advanced #,Regents w/o Advanced % of cohort,Regents w/o Advanced % of grads,Local #,Local % of cohort,Local % of grads,Still Enrolled #,Still Enrolled % of cohort,Dropped Out #,Dropped Out % of cohort,SACC (IEP Diploma) #,SACC (IEP Diploma) % of cohort,TASC (GED) #,TASC (GED) % of cohort
Manhattan,All Students,All Students,2007,4 year June,16198,10149,62.7,9067,56.0,89.3,2988,18.4,29.4,6079,37.5,59.9,1082,6.7,10.7,3681,22.7,1846,11.4,220,1.4,279,1.7
Manhattan,All Students,All Students,2006,4 year June,16416,10411,63.4,8715,53.1,83.7,2781,16.9,26.7,5934,36.1,57,1696,10.3,16.3,3719,22.7,1684,10.3,220,1.3,377,2.3
Manhattan,All Students,All Students,2005,4 year June,15843,9816,62.0,7623,48.1,77.7,2673,16.9,27.2,4950,31.2,50.4,2192,13.8,22.3,3874,24.5,1597,10.1,222,1.4,334,2.1
Manhattan,All Students,All Students,2004,4 year June,15127,8780,58.0,6449,42.6,73.5,2811,18.6,32,3638,24,41.4,2331,15.4,26.5,4243,28,1842,12.2,207,1.4,54,0.4
Manhattan,All Students,All Students,2003,4 year June,13879,7613,54.9,5499,39.6,72.2,2527,18.2,33.2,2972,21.4,39,2114,15.2,27.8,4240,30.5,1729,12.5,184,1.3,84,0.6
Manhattan,All Students,All Students,2002,4 year June,13463,7746,57.5,5497,40.8,71.0,1872,13.9,24.2,3625,26.9,46.8,2259,16.8,29.2,3561,26.5,1743,12.9,140,1,170,1.3
Manhattan,All Students,All Students,2001,4 year June,12670,7480,59.0,4963,39.2,66.4,1851,14.6,24.7,3112,24.6,41.6,2519,19.9,33.7,2829,22.3,1962,15.5,332,2.6,65,0.5
Manhattan,All Students,All Students,2012,5 year August,15633,12417,79.4,11650,74.5,93.8,3211,20.5,25.9,8439,54,68,767,4.9,6.2,1265,8.1,1656,10.6,128,0.8,157,1
Manhattan,All Students,All Students,2011,5 year August,15461,12050,77.9,11262,72.8,93.5,3067,19.8,25.5,8195,53,68,788,5.1,6.5,1283,8.3,1768,11.4,212,1.4,129,0.8
Manhattan,All Students,All Students,2010,5 year August,15832,12102,76.4,11381,71.9,94.0,3083,19.5,25.5,8298,52.4,68.6,721,4.6,6,1489,9.4,1949,12.3,157,1,120,0.8
Manhattan,All Students,All Students,2009,5 year August,16244,12063,74.3,11484,70.7,95.2,2991,18.4,24.8,8493,52.3,70.4,579,3.6,4.8,1612,9.9,2206,13.6,177,1.1,172,1.1
Manhattan,All Students,All Students,2008,5 year August,16522,11914,72.1,11372,68.8,95.5,3042,18.4,25.5,8330,50.4,69.9,542,3.3,4.5,1600,9.7,2493,15.1,290,1.8,205,1.2
Manhattan,All Students,All Students,2007,5 year August,16263,11769,72.4,10026,61.6,85.2,3026,18.6,25.7,7000,43,59.5,1743,10.7,14.8,1142,7,2701,16.6,333,2,304,1.9
Manhattan,All Students,All Students,2006,5 year August,16436,12034,73.2,9583,58.3,79.6,2819,17.2,23.4,6764,41.2,56.2,2451,14.9,20.4,1070,6.5,2563,15.6,380,2.3,378,2.3
Manhattan,All Students,All Students,2012,5 year June,15633,12342,78.9,11593,74.2,93.9,3211,20.5,26,8382,53.6,67.9,749,4.8,6.1,1340,8.6,1656,10.6,128,0.8,157,1
Manhattan,All Students,All Students,2011,5 year June,15461,11933,77.2,11175,72.3,93.6,3067,19.8,25.7,8108,52.4,67.9,758,4.9,6.4,1397,9,1771,11.5,212,1.4,129,0.8
Manhattan,All Students,All Students,2010,5 year June,15832,11956,75.5,11265,71.2,94.2,3082,19.5,25.8,8183,51.7,68.4,691,4.4,5.8,1633,10.3,1950,12.3,158,1,120,0.8
Manhattan,All Students,All Students,2009,5 year June,16244,11890,73.2,11333,69.8,95.3,2988,18.4,25.1,8345,51.4,70.2,557,3.4,4.7,1781,11,2210,13.6,177,1.1,172,1.1
Manhattan,All Students,All Students,2008,5 year June,16522,11764,71.2,11243,68.0,95.6,3042,18.4,25.9,8201,49.6,69.7,521,3.2,4.4,1734,10.5,2507,15.2,291,1.8,205,1.2
Manhattan,All Students,All Students,2007,5 year June,16263,11625,71.5,9944,61.1,85.5,3024,18.6,26,6920,42.6,59.5,1681,10.3,14.5,1258,7.7,2728,16.8,334,2.1,304,1.9
Manhattan,All Students,All Students,2006,5 year June,16436,11889,72.3,9509,57.9,80.0,2819,17.2,23.7,6690,40.7,56.3,2380,14.5,20,1180,7.2,2606,15.9,380,2.3,369,2.2
Manhattan,All Students,All Students,2005,5 year June,16065,11338,70.6,8340,51.9,73.6,2757,17.2,24.3,5583,34.8,49.2,2998,18.7,26.4,1291,8,2610,16.2,352,2.2,461,2.9
Manhattan,All Students,All Students,2004,5 year June,15322,10476,68.4,7174,46.8,68.5,2885,18.8,27.5,4289,28,40.9,3302,21.6,31.5,1522,9.9,2590,16.9,321,2.1,412,2.7
Manhattan,All Students,All Students,2003,5 year June,13879,9163,66.0,5994,43.2,65.4,2579,18.6,28.1,3415,24.6,37.3,3169,22.8,34.6,1606,11.6,2639,19,333,2.4,108,0.8
Manhattan,All Students,All Students,2002,5 year June,13463,8765,65.1,5874,43.6,67.0,1940,14.4,22.1,3934,29.2,44.9,2961,22,33.8,1733,12.9,2410,17.9,276,2.1,172,1.3
Manhattan,All Students,All Students,2001,5 year June,12670,8537,67.4,5309,41.9,62.2,1885,14.9,22.1,3424,27,40.1,3242,25.6,38,917,7.2,2668,21.1,477,3.8,65,0.5
Manhattan,All Students,All Students,2011,6 year June,15491,12304,79.4,11456,74.0,93.1,3070,19.8,25,8386,54.1,68.2,848,5.5,6.9,827,5.3,1990,12.8,222,1.4,137,0.9
Manhattan,All Students,All Students,2010,6 year June,15907,12436,78.2,11647,73.2,93.7,3083,19.4,24.8,8564,53.8,68.9,789,5,6.3,965,6.1,2200,13.8,170,1.1,124,0.8
Manhattan,All Students,All Students,2009,6 year June,16337,12445,76.2,11790,72.2,94.7,2991,18.3,24,8799,53.9,70.7,655,4,5.3,1034,6.3,2457,15,203,1.2,184,1.1
Manhattan,All Students,All Students,2008,6 year June,16518,12262,74.2,11635,70.4,94.9,3043,18.4,24.8,8592,52,70.1,627,3.8,5.1,984,6,2668,16.2,375,2.3,209,1.3
Manhattan,All Students,All Students,2007,6 year June,16250,12016,73.9,10188,62.7,84.8,3027,18.6,25.2,7161,44.1,59.6,1828,11.2,15.2,700,4.3,2870,17.7,353,2.2,295,1.8
Manhattan,All Students,All Students,2006,6 year June,16348,12313,75.3,9710,59.4,78.9,2823,17.3,22.9,6887,42.1,55.9,2603,15.9,21.1,474,2.9,2803,17.1,378,2.3,363,2.2
Manhattan,All Students,All Students,2005,6 year June,16015,11843,73.9,8542,53.3,72.1,2759,17.2,23.3,5783,36.1,48.8,3301,20.6,27.9,556,3.5,2782,17.4,376,2.3,440,2.7
Manhattan,All Students,All Students,2004,6 year June,15339,10998,71.7,7340,47.9,66.7,2886,18.8,26.2,4454,29,40.5,3658,23.8,33.3,689,4.5,2881,18.8,341,2.2,408,2.7
Manhattan,All Students,All Students,2003,6 year June,13902,9704,69.8,6156,44.3,63.4,2583,18.6,26.6,3573,25.7,36.8,3548,25.5,36.6,661,4.8,2946,21.2,356,2.6,205,1.5
Manhattan,All Students,All Students,2002,6 year June,13463,9285,69.0,5986,44.5,64.5,1948,14.5,21,4038,30,43.5,3369,25,36.3,810,6,2767,20.6,317,2.4,177,1.3
Manhattan,All Students,All Students,2001,6 year June,12670,8768,69.2,5354,42.3,61.1,1889,14.9,21.5,3465,27.3,39.5,3446,27.2,39.3,373,2.9,2936,23.2,522,4.1,65,0.5
Queens,All Students,All Students,2013,4 year August,19417,15112,77.8,14330,73.8,94.8,4545,23.4,30.1,9785,50.4,64.7,782,4,5.2,2792,14.4,1238,6.4,100,0.5,100,0.5
Queens,All Students,All Students,2012,4 year August,19398,14766,76.1,14032,72.3,95.0,4125,21.3,27.9,9907,51.1,67.1,734,3.8,5,2799,14.4,1495,7.7,126,0.6,73,0.4
Queens,All Students,All Students,2011,4 year August,19573,14350,73.3,13790,70.5,96.1,4210,21.5,29.3,9580,48.9,66.8,560,2.9,3.9,3312,16.9,1549,7.9,193,1,75,0.4
Queens,All Students,All Students,2010,4 year August,19953,14117,70.8,13490,67.6,95.6,4130,20.7,29.3,9360,46.9,66.3,627,3.1,4.4,3645,18.3,1724,8.6,259,1.3,100,0.5
Queens,All Students,All Students,2009,4 year August,20805,14331,68.9,13724,66.0,95.8,4190,20.1,29.2,9534,45.8,66.5,607,2.9,4.2,4079,19.6,1889,9.1,233,1.1,145,0.7
Queens,All Students,All Students,2008,4 year August,20805,14073,67.6,13449,64.6,95.6,3900,18.7,27.7,9549,45.9,67.9,624,3,4.4,4330,20.8,1967,9.5,209,1,169,0.8
Queens,All Students,All Students,2007,4 year August,20206,14143,70.0,12143,60.1,85.9,3886,19.2,27.5,8257,40.9,58.4,2000,9.9,14.1,3511,17.4,2121,10.5,144,0.7,270,1.3
Queens,All Students,All Students,2006,4 year August,19558,13378,68.4,10752,55.0,80.4,3681,18.8,27.5,7071,36.2,52.9,2626,13.4,19.6,3363,17.2,2252,11.5,192,1,361,1.8
Queens,All Students,All Students,2005,4 year August,19511,12615,64.7,9624,49.3,76.3,3637,18.6,28.8,5987,30.7,47.5,2991,15.3,23.7,3684,18.9,2434,12.5,219,1.1,559,2.9
Queens,All Students,All Students,2013,4 year June,19417,14533,74.8,13855,71.4,95.3,4523,23.3,31.1,9332,48.1,64.2,678,3.5,4.7,3366,17.3,1238,6.4,104,0.5,100,0.5
Queens,All Students,All Students,2012,4 year June,19398,14200,73.2,13559,69.9,95.5,4105,21.2,28.9,9454,48.7,66.6,641,3.3,4.5,3362,17.3,1496,7.7,127,0.7,73,0.4
Queens,All Students,All Students,2011,4 year June,19573,13802,70.5,13317,68.0,96.5,4191,21.4,30.4,9126,46.6,66.1,485,2.5,3.5,3857,19.7,1549,7.9,196,1,75,0.4
Queens,All Students,All Students,2010,4 year June,19953,13274,66.5,12728,63.8,95.9,4099,20.5,30.9,8629,43.2,65,546,2.7,4.1,4486,22.5,1726,8.7,259,1.3,100,0.5
Queens,All Students,All Students,2009,4 year June,20805,13301,63.9,12807,61.6,96.3,4144,19.9,31.2,8663,41.6,65.1,494,2.4,3.7,5096,24.5,1891,9.1,244,1.2,145,0.7
Queens,All Students,All Students,2008,4 year June,20805,13229,63.6,12680,60.9,95.9,3879,18.6,29.3,8801,42.3,66.5,549,2.6,4.1,5153,24.8,1979,9.5,218,1,169,0.8
Queens,All Students,All Students,2007,4 year June,20206,13126,65.0,11555,57.2,88.0,3850,19.1,29.3,7705,38.1,58.7,1571,7.8,12,4500,22.3,2137,10.6,164,0.8,262,1.3
Queens,All Students,All Students,2006,4 year June,19558,12465,63.7,10285,52.6,82.5,3637,18.6,29.2,6648,34,53.3,2180,11.1,17.5,4272,21.8,2256,11.5,192,1,361,1.8
Queens,All Students,All Students,2005,4 year June,19511,11863,60.8,9290,47.6,78.3,3618,18.5,30.5,5672,29.1,47.8,2573,13.2,21.7,4435,22.7,2435,12.5,219,1.1,559,2.9
Queens,All Students,All Students,2004,4 year June,18725,10922,58.3,8450,45.1,77.4,3604,19.2,33,4846,25.9,44.4,2472,13.2,22.6,5001,26.7,2505,13.4,241,1.3,55,0.3
Queens,All Students,All Students,2003,4 year June,18415,10455,56.8,7917,43.0,75.7,3395,18.4,32.5,4522,24.6,43.3,2538,13.8,24.3,4869,26.4,2718,14.8,196,1.1,148,0.8
Queens,All Students,All Students,2002,4 year June,18262,9869,54.0,7250,39.7,73.5,2837,15.5,28.7,4413,24.2,44.7,2624,14.4,26.6,4961,27.2,2816,15.4,177,1,314,1.7
Queens,All Students,All Students,2001,4 year June,17011,9180,54.0,6452,37.9,70.3,2694,15.8,29.3,3758,22.1,40.9,2738,16.1,29.8,4679,27.5,2696,15.8,373,2.2,77,0.5
Queens,All Students,All Students,2012,5 year August,19337,15546,80.4,14657,75.8,94.3,4128,21.3,26.6,10529,54.5,67.7,889,4.6,5.7,1234,6.4,2010,10.4,322,1.7,107,0.6
Queens,All Students,All Students,2011,5 year August,19556,15292,78.2,14566,74.5,95.3,4215,21.6,27.6,10351,52.9,67.7,726,3.7,4.7,1290,6.6,2425,12.4,324,1.7,93,0.5
Queens,All Students,All Students,2010,5 year August,19808,15169,76.6,14354,72.5,94.6,4141,20.9,27.3,10213,51.6,67.3,815,4.1,5.4,1442,7.3,2580,13,363,1.8,130,0.7
Queens,All Students,All Students,2009,5 year August,20781,15497,74.6,14730,70.9,95.1,4204,20.2,27.1,10526,50.7,67.9,767,3.7,4.9,1677,8.1,2880,13.9,400,1.9,163,0.8
Queens,All Students,All Students,2008,5 year August,20804,15226,73.2,14442,69.4,94.9,3912,18.8,25.7,10530,50.6,69.2,784,3.8,5.1,1822,8.8,2952,14.2,477,2.3,202,1
Queens,All Students,All Students,2007,5 year August,20030,14978,74.8,12432,62.1,83.0,3804,19.0,25.4,8628,43.1,57.6,2546,12.7,17,1124,5.6,3198,16,404,2,289,1.4
Queens,All Students,All Students,2006,5 year August,19746,14466,73.3,11287,57.2,78.0,3696,18.7,25.5,7591,38.4,52.5,3179,16.1,22,1228,6.2,3266,16.5,417,2.1,349,1.8
Queens,All Students,All Students,2012,5 year June,19337,15428,79.8,14577,75.4,94.5,4128,21.3,26.8,10449,54,67.7,851,4.4,5.5,1346,7,2016,10.4,322,1.7,107,0.6
Queens,All Students,All Students,2011,5 year June,19556,15178,77.6,14481,74.0,95.4,4215,21.6,27.8,10266,52.5,67.6,697,3.6,4.6,1399,7.2,2429,12.4,325,1.7,93,0.5
Queens,All Students,All Students,2010,5 year June,19808,15029,75.9,14234,71.9,94.7,4140,20.9,27.5,10094,51,67.2,795,4,5.3,1567,7.9,2593,13.1,365,1.8,130,0.7
Queens,All Students,All Students,2009,5 year June,20781,15291,73.6,14558,70.1,95.2,4204,20.2,27.5,10354,49.8,67.7,733,3.5,4.8,1868,9,2894,13.9,401,1.9,163,0.8
Queens,All Students,All Students,2008,5 year June,20804,14983,72.0,14236,68.4,95.0,3910,18.8,26.1,10326,49.6,68.9,747,3.6,5,2036,9.8,2977,14.3,480,2.3,202,1
Queens,All Students,All Students,2007,5 year June,20030,14792,73.8,12360,61.7,83.6,3804,19.0,25.7,8556,42.7,57.8,2432,12.1,16.4,1254,6.3,3252,16.2,406,2,289,1.4
Queens,All Students,All Students,2006,5 year June,19746,14291,72.4,11217,56.8,78.5,3696,18.7,25.9,7521,38.1,52.6,3074,15.6,21.5,1354,6.9,3322,16.8,417,2.1,343,1.7
Queens,All Students,All Students,2005,5 year June,19681,13700,69.6,10128,51.5,73.9,3673,18.7,26.8,6455,32.8,47.1,3572,18.1,26.1,1481,7.5,3651,18.6,378,1.9,461,2.3
Queens,All Students,All Students,2004,5 year June,18862,12947,68.6,9382,49.7,72.5,3690,19.6,28.5,5692,30.2,44,3565,18.9,27.5,1478,7.8,3393,18,389,2.1,654,3.5
Queens,All Students,All Students,2003,5 year June,18415,12419,67.4,8707,47.3,70.1,3477,18.9,28,5230,28.4,42.1,3712,20.2,29.9,1648,8.9,3715,20.2,422,2.3,181,1
Bronx,ELL Status,ELL,2008,4 year June,2255,638,28.3,545,24.2,85.4,29,1.3,4.5,516,22.9,80.9,93,4.1,14.6,960,42.6,514,22.8,97,4.3,43,1.9
Queens,All Students,All Students,2002,5 year June,18262,11745,64.3,8071,44.2,68.7,2941,16.1,25,5130,28.1,43.7,3730,20.4,31.8,1798,9.8,3934,21.5,338,1.9,319,1.7
Queens,All Students,All Students,2001,5 year June,17011,10892,64.0,6966,40.9,64.0,2739,16.1,25.1,4227,24.8,38.8,3946,23.2,36.2,1526,9,3931,23.1,563,3.3,77,0.5
Queens,All Students,All Students,2011,6 year June,19489,15554,79.8,14765,75.8,94.9,4215,21.6,27.1,10550,54.1,67.8,789,4,5.1,817,4.2,2540,13,379,1.9,94,0.5
Queens,All Students,All Students,2010,6 year June,19838,15527,78.3,14645,73.8,94.3,4142,20.9,26.7,10503,52.9,67.6,882,4.4,5.7,815,4.1,2805,14.1,390,2,127,0.6
Queens,All Students,All Students,2009,6 year June,20734,15880,76.6,15032,72.5,94.7,4207,20.3,26.5,10825,52.2,68.2,848,4.1,5.3,940,4.5,3135,15.1,424,2,171,0.8
Queens,All Students,All Students,2008,6 year June,20782,15585,75.0,14734,70.9,94.5,3914,18.8,25.1,10820,52.1,69.4,851,4.1,5.5,936,4.5,3263,15.7,670,3.2,204,1
Queens,All Students,All Students,2007,6 year June,20328,15449,76.0,12791,62.9,82.8,3884,19.1,25.1,8907,43.8,57.7,2658,13.1,17.2,648,3.2,3356,16.5,506,2.5,288,1.4
Queens,All Students,All Students,2006,6 year June,19566,14843,75.9,11451,58.5,77.1,3684,18.8,24.8,7767,39.7,52.3,3392,17.3,22.9,485,2.5,3457,17.7,415,2.1,336,1.7
Queens,All Students,All Students,2005,6 year June,19682,14241,72.4,10313,52.4,72.4,3677,18.7,25.8,6636,33.7,46.6,3928,20,27.6,766,3.9,3854,19.6,393,2,415,2.1
Queens,All Students,All Students,2004,6 year June,18897,13518,71.5,9596,50.8,71.0,3693,19.5,27.3,5903,31.2,43.7,3922,20.8,29,1024,5.4,3710,19.6,405,2.1,222,1.2
Queens,All Students,All Students,2003,6 year June,18468,12953,70.1,8874,48.1,68.5,3482,18.9,26.9,5392,29.2,41.6,4079,22.1,31.5,639,3.5,4029,21.8,448,2.4,369,2
Queens,All Students,All Students,2002,6 year June,18262,12278,67.2,8208,44.9,66.9,2951,16.2,24,5257,28.8,42.8,4126,22.6,33.6,877,4.8,4286,23.5,368,2,325,1.8
Queens,All Students,All Students,2001,6 year June,17011,11358,66.8,7099,41.7,62.5,2747,16.1,24.2,4352,25.6,38.3,4299,25.3,37.8,519,3.1,4438,26.1,597,3.5,77,0.5
Staten Island,All Students,All Students,2013,4 year August,4631,3718,80.3,3377,72.9,90.8,1234,26.6,33.2,2143,46.3,57.6,341,7.4,9.2,537,11.6,276,6,37,0.8,62,1.3
Staten Island,All Students,All Students,2012,4 year August,4544,3613,79.5,3262,71.8,90.3,1151,25.3,31.9,2111,46.5,58.4,351,7.7,9.7,572,12.6,289,6.4,26,0.6,44,1
Staten Island,All Students,All Students,2011,4 year August,4481,3468,77.4,3143,70.1,90.6,1083,24.2,31.2,2060,46,59.4,325,7.3,9.4,571,12.7,338,7.5,40,0.9,61,1.4
Staten Island,All Students,All Students,2010,4 year August,4567,3612,79.1,3264,71.5,90.4,1057,23.1,29.3,2207,48.3,61.1,348,7.6,9.6,523,11.5,366,8,19,0.4,47,1
Staten Island,All Students,All Students,2009,4 year August,4543,3418,75.2,3173,69.8,92.8,1109,24.4,32.4,2064,45.4,60.4,245,5.4,7.2,640,14.1,372,8.2,38,0.8,74,1.6
Staten Island,All Students,All Students,2008,4 year August,4626,3452,74.6,3215,69.5,93.1,1085,23.5,31.4,2130,46,61.7,237,5.1,6.9,685,14.8,389,8.4,28,0.6,69,1.5
Staten Island,All Students,All Students,2007,4 year August,4490,3330,74.2,2921,65.1,87.7,1003,22.3,30.1,1918,42.7,57.6,409,9.1,12.3,649,14.5,382,8.5,29,0.6,93,2.1
Staten Island,All Students,All Students,2006,4 year August,4603,3423,74.4,2856,62.0,83.4,1194,25.9,34.9,1662,36.1,48.6,567,12.3,16.6,607,13.2,413,9,55,1.2,102,2.2
Staten Island,All Students,All Students,2005,4 year August,4460,3192,71.6,2507,56.2,78.5,1059,23.7,33.2,1448,32.5,45.4,685,15.4,21.5,664,14.9,362,8.1,80,1.8,162,3.6
Staten Island,All Students,All Students,2013,4 year June,4631,3647,78.8,3326,71.8,91.2,1232,26.6,33.8,2094,45.2,57.4,321,6.9,8.8,608,13.1,276,6,37,0.8,62,1.3
Staten Island,All Students,All Students,2012,4 year June,4544,3527,77.6,3209,70.6,91.0,1151,25.3,32.6,2058,45.3,58.3,318,7,9,658,14.5,289,6.4,26,0.6,44,1
Staten Island,All Students,All Students,2011,4 year June,4481,3392,75.7,3095,69.1,91.2,1083,24.2,31.9,2012,44.9,59.3,297,6.6,8.8,646,14.4,338,7.5,41,0.9,61,1.4
Staten Island,All Students,All Students,2010,4 year June,4567,3486,76.3,3179,69.6,91.2,1054,23.1,30.2,2125,46.5,61,307,6.7,8.8,649,14.2,366,8,19,0.4,47,1
Staten Island,All Students,All Students,2009,4 year June,4543,3308,72.8,3085,67.9,93.3,1106,24.3,33.4,1979,43.6,59.8,223,4.9,6.7,747,16.4,372,8.2,41,0.9,74,1.6
Staten Island,All Students,All Students,2008,4 year June,4626,3331,72.0,3129,67.6,93.9,1083,23.4,32.5,2046,44.2,61.4,202,4.4,6.1,806,17.4,389,8.4,28,0.6,69,1.5
Staten Island,All Students,All Students,2007,4 year June,4490,3239,72.1,2867,63.9,88.5,1002,22.3,30.9,1865,41.5,57.6,372,8.3,11.5,738,16.4,385,8.6,30,0.7,90,2
Staten Island,All Students,All Students,2006,4 year June,4603,3346,72.7,2818,61.2,84.2,1192,25.9,35.6,1626,35.3,48.6,528,11.5,15.8,683,14.8,414,9,55,1.2,102,2.2
Staten Island,All Students,All Students,2005,4 year June,4460,3098,69.5,2467,55.3,79.6,1059,23.7,34.2,1408,31.6,45.4,631,14.1,20.4,758,17,362,8.1,80,1.8,162,3.6
Staten Island,All Students,All Students,2004,4 year June,4142,2788,67.3,2220,53.6,79.6,1029,24.8,36.9,1191,28.8,42.7,568,13.7,20.4,844,20.4,381,9.2,121,2.9,8,0.2
Staten Island,All Students,All Students,2003,4 year June,4218,2812,66.7,2169,51.4,77.1,883,20.9,31.4,1286,30.5,45.7,643,15.2,22.9,919,21.8,374,8.9,75,1.8,38,0.9
Staten Island,All Students,All Students,2002,4 year June,4134,2721,65.8,2040,49.3,75.0,861,20.8,31.6,1179,28.5,43.3,683,16.5,25.1,844,20.4,426,10.3,44,1.1,97,2.3
Staten Island,All Students,All Students,2001,4 year June,3872,2565,66.2,1901,49.1,74.1,876,22.6,34.2,1025,26.5,40,665,17.2,25.9,786,20.3,417,10.8,93,2.4,11,0.3
Staten Island,All Students,All Students,2012,5 year August,4544,3774,83.1,3352,73.8,88.8,1151,25.3,30.5,2201,48.4,58.3,422,9.3,11.2,240,5.3,404,8.9,56,1.2,70,1.5
Staten Island,All Students,All Students,2011,5 year August,4478,3663,81.8,3255,72.7,88.9,1083,24.2,29.6,2172,48.5,59.3,408,9.1,11.1,231,5.2,463,10.3,57,1.3,61,1.4
Staten Island,All Students,All Students,2010,5 year August,4548,3755,82.6,3341,73.5,89.0,1057,23.2,28.1,2284,50.2,60.8,414,9.1,11,201,4.4,472,10.4,45,1,72,1.6
Staten Island,All Students,All Students,2009,5 year August,4526,3616,79.9,3300,72.9,91.3,1110,24.5,30.7,2190,48.4,60.6,316,7,8.7,250,5.5,532,11.8,37,0.8,86,1.9
Staten Island,All Students,All Students,2008,5 year August,4600,3611,78.5,3323,72.2,92.0,1085,23.6,30,2238,48.7,62,288,6.3,8,254,5.5,561,12.2,84,1.8,84,1.8
Staten Island,All Students,All Students,2007,5 year August,4476,3494,78.1,3003,67.1,85.9,1005,22.5,28.8,1998,44.6,57.2,491,11,14.1,208,4.6,597,13.3,73,1.6,98,2.2
Staten Island,All Students,All Students,2006,5 year August,4646,3578,77.0,2919,62.8,81.6,1195,25.7,33.4,1724,37.1,48.2,659,14.2,18.4,256,5.5,600,12.9,111,2.4,95,2
Staten Island,All Students,All Students,2012,5 year June,4544,3765,82.9,3344,73.6,88.8,1151,25.3,30.6,2193,48.3,58.2,421,9.3,11.2,249,5.5,404,8.9,56,1.2,70,1.5
Staten Island,All Students,All Students,2011,5 year June,4478,3626,81.0,3236,72.3,89.2,1083,24.2,29.9,2153,48.1,59.4,390,8.7,10.8,268,6,463,10.3,57,1.3,61,1.4
Staten Island,All Students,All Students,2010,5 year June,4548,3737,82.2,3332,73.3,89.2,1057,23.2,28.3,2275,50,60.9,405,8.9,10.8,219,4.8,472,10.4,45,1,72,1.6
Staten Island,All Students,All Students,2009,5 year June,4526,3589,79.3,3285,72.6,91.5,1110,24.5,30.9,2175,48.1,60.6,304,6.7,8.5,276,6.1,533,11.8,37,0.8,86,1.9
Staten Island,All Students,All Students,2008,5 year June,4600,3593,78.1,3314,72.0,92.2,1085,23.6,30.2,2229,48.5,62,279,6.1,7.8,271,5.9,561,12.2,85,1.8,84,1.8
Staten Island,All Students,All Students,2007,5 year June,4476,3463,77.4,2987,66.7,86.3,1005,22.5,29,1982,44.3,57.2,476,10.6,13.7,228,5.1,608,13.6,73,1.6,98,2.2
Staten Island,All Students,All Students,2006,5 year June,4646,3561,76.6,2914,62.7,81.8,1195,25.7,33.6,1719,37,48.3,647,13.9,18.2,264,5.7,613,13.2,111,2.4,91,2
Staten Island,All Students,All Students,2005,5 year June,4517,3368,74.6,2573,57.0,76.4,1059,23.4,31.4,1514,33.5,45,795,17.6,23.6,283,6.3,583,12.9,120,2.7,157,3.5
Staten Island,All Students,All Students,2004,5 year June,4273,3140,73.5,2338,54.7,74.5,1034,24.2,32.9,1304,30.5,41.5,802,18.8,25.5,228,5.3,573,13.4,120,2.8,212,5
Staten Island,All Students,All Students,2003,5 year June,4218,3077,72.9,2264,53.7,73.6,890,21.1,28.9,1374,32.6,44.7,813,19.3,26.4,350,8.3,610,14.5,136,3.2,44,1
Staten Island,All Students,All Students,2002,5 year June,4134,2987,72.3,2142,51.8,71.7,865,20.9,29,1277,30.9,42.8,864,20.9,28.9,383,9.3,580,14,83,2,99,2.4
Staten Island,All Students,All Students,2001,5 year June,3872,2837,73.3,1977,51.1,69.7,883,22.8,31.1,1094,28.3,38.6,867,22.4,30.6,228,5.9,661,17.1,134,3.5,11,0.3
Staten Island,All Students,All Students,2011,6 year June,4487,3711,82.7,3276,73.0,88.3,1083,24.1,29.2,2193,48.9,59.1,435,9.7,11.7,149,3.3,486,10.8,65,1.4,73,1.6
Staten Island,All Students,All Students,2010,6 year June,4547,3807,83.7,3362,73.9,88.3,1057,23.2,27.8,2305,50.7,60.5,445,9.8,11.7,131,2.9,485,10.7,52,1.1,71,1.6
Staten Island,All Students,All Students,2009,6 year June,4521,3678,81.4,3325,73.5,90.4,1110,24.6,30.2,2215,49,60.2,353,7.8,9.6,144,3.2,554,12.3,54,1.2,89,2
Staten Island,All Students,All Students,2008,6 year June,4594,3667,79.8,3354,73.0,91.5,1085,23.6,29.6,2269,49.4,61.9,313,6.8,8.5,126,2.7,596,13,118,2.6,79,1.7
Staten Island,All Students,All Students,2007,6 year June,4473,3558,79.5,3030,67.7,85.2,1005,22.5,28.2,2025,45.3,56.9,528,11.8,14.8,83,1.9,645,14.4,82,1.8,99,2.2
Staten Island,All Students,All Students,2006,6 year June,4583,3629,79.2,2932,64.0,80.8,1193,26.0,32.9,1739,37.9,47.9,697,15.2,19.2,128,2.8,628,13.7,95,2.1,93,2
Staten Island,All Students,All Students,2005,6 year June,4512,3446,76.4,2597,57.6,75.4,1059,23.5,30.7,1538,34.1,44.6,849,18.8,24.6,163,3.6,627,13.9,122,2.7,150,3.3
Staten Island,All Students,All Students,2004,6 year June,4265,3213,75.3,2358,55.3,73.4,1034,24.2,32.2,1324,31,41.2,855,20,26.6,239,5.6,628,14.7,118,2.8,64,1.5
Staten Island,All Students,All Students,2003,6 year June,4249,3172,74.7,2281,53.7,71.9,890,20.9,28.1,1391,32.7,43.9,891,21,28.1,155,3.6,692,16.3,136,3.2,93,2.2
